Cycle	Avg bright	Stdev bright	Avg dark	Stdev dark	Avg dark-corrected intensity	Error dark-corrected
0	1215.6772727272728	57.77822357804635	1113.0575757575757	53.8742265939173	102.61969696969709	78.99845195272789
1	2193.4397727272726	111.32788118998484	1108.2132575757576	52.88000616026262	1085.226515151515	123.24849768561397
2	3683.2155303030304	199.3129927450579	1106.6113636363636	51.878212785107195	2576.604166666667	205.95392212523743
3	5208.253030303031	284.3330866386885	1106.1075757575757	51.76512166889764	4102.145454545455	289.00680265156336
4	6513.261742424243	360.9055950471784	1107.9189393939394	50.078297229643994	5405.342803030303	364.363396061924
5	7576.964015151515	422.527800583224	1107.080303030303	50.63840535480822	6469.883712121212	425.5513956769201
6	8447.942424242425	473.3735068506289	1107.301515151515	50.28446350943389	7340.640909090909	476.03676775906087
7	9191.231818181817	507.27436920691156	1104.521212121212	50.902114962167055	8086.710606060606	509.82184237426674
8	9820.723106060606	528.0602319404662	1103.2738636363636	50.295177929410904	8717.449242424243	530.4500103496748
9	10381.674621212122	549.8254094447333	1103.023484848485	49.296346228622205	9278.651136363636	552.0308964383794
10	10887.113636363636	590.4161186378493	1101.3011363636363	49.94816099304824	9785.8125	592.5251150238025
11	11353.141287878789	618.5909772080335	1100.0674242424243	48.815554209282645	10253.073863636364	620.514105734873
12	11751.280681818182	643.8483796597179	1097.7806818181818	49.50668004655628	10653.5	645.7489042651767
13	12142.004166666668	664.2522136897474	1098.6079545454545	49.878220002969236	11043.396212121213	666.1222412008132
14	12462.205303030303	683.8175590483086	1097.1193181818182	48.07315847956935	11365.085984848485	685.5052754202471
15	12760.257954545454	696.5891411481471	1095.392803030303	47.89187499595176	11664.86515151515	698.2335306014321
16	13031.023863636363	717.50399468231	1094.617803030303	48.299991229285766	11936.40606060606	719.127854792054
17	13292.962121212122	726.0747697671846	1093.4011363636364	48.98801722913483	12199.560984848486	727.7254957224683
18	13528.824242424242	739.9624003675859	1089.7337121212122	47.96424567834757	12439.09053030303	741.5152883260415
19	13755.675378787879	742.9370315704045	1089.9257575757576	47.28841010741094	12665.74962121212	744.4404788894348
20	13935.344318181818	753.3751364477838	1088.6886363636363	48.74766528632698	12846.655681818182	754.9506149998056
21	14118.820075757576	761.9446053634205	1086.8598484848485	49.0016702866967	13031.960227272728	763.5186607629867
22	14264.526515151516	770.7948657421911	1085.7511363636363	47.55628840532549	13178.77537878788	772.2605296280607
23	14399.610984848485	776.000056496366	1084.0257575757576	47.0122173373213	13315.585227272728	777.422816915824
24	14526.658712121212	785.3216561373698	1082.8761363636363	47.31921936629925	13443.782575757576	786.745964158557
25	14618.82159090909	775.4472831879223	1080.5590909090909	47.70692878103775	13538.262499999999	776.913405764921
26	14724.892424242424	782.3069660849455	1080.6189393939394	47.877513594233605	13644.273484848483	783.7706587344273
27	14761.829166666666	788.909210496925	1078.6647727272727	47.43502064173347	13683.164393939394	790.3339949604617
28	14457.448484848484	768.4077099494939	1075.5621212121212	47.61011086005283	13381.886363636364	769.8812449760885
29	14032.357575757576	739.4267134502378	1070.0541666666666	46.958303773080964	12962.30340909091	740.9162886973568
30	13558.19696969697	720.8737363635161	1066.1564393939393	46.09040190677605	12492.040530303031	722.3456713559127
31	12950.24962121212	679.0710908302397	1061.614015151515	45.69074106125926	11888.635606060605	680.6064870540823
32	12291.289015151515	644.7939782789442	1057.239393939394	45.44113201077378	11234.049621212122	646.3932014673485
33	11669.797348484848	609.2091298204631	1051.4867424242425	45.03070306109021	10618.310606060606	610.8711223120487
34	11037.929166666667	567.5103996357776	1047.4	45.91499721982971	9990.529166666667	569.3647694268209
35	10418.408712121212	524.1506585693128	1042.9719696969696	44.47683226401703	9375.436742424243	526.0343158833707
36	9826.325378787878	498.9544080631156	1038.894696969697	44.37415268400428	8787.430681818181	500.9237135053973
37	9232.06553030303	476.2610094421653	1032.8022727272728	44.55732087232758	8199.263257575758	478.34078224440555
38	8617.185984848486	442.6270720136005	1029.2378787878788	45.863089289065805	7587.948106060607	444.9967953125842
39	8011.988257575757	411.5074489531552	1024.2174242424242	44.43732050845925	6987.770833333333	413.89981396215336
