Cycle	Avg bright	Stdev bright	Avg dark	Stdev dark	Avg dark-corrected intensity	Error dark-corrected
0	1039.1511363636364	43.750708637511636	1015.3746212121212	44.43822107466457	23.77651515151524	62.3608851650231
1	1028.075378787879	42.735842949259734	1009.1628787878788	42.74553831989994	18.912500000000136	60.444464749403046
2	1029.0905303030304	42.79113900086683	1002.3772727272727	42.99727896765782	26.713257575757666	60.66174721860635
3	1032.7780303030304	42.0875707096704	997.4034090909091	41.81976737050977	35.37462121212127	59.33174994187395
4	1032.7727272727273	42.81286639464379	993.1859848484848	42.60841644628883	39.5867424242424	60.402141360931864
5	1031.5670454545455	42.44039551622595	988.6556818181818	42.172804745963774	42.9113636363636	59.83086688085738
6	1027.9079545454545	42.02199384879586	985.4401515151516	40.993978419320435	42.46780303030289	58.70565759508999
7	1024.1094696969697	42.11614246081168	979.9075757575757	40.611161738608416	44.201893939393926	58.50671682412881
8	1019.6723484848485	41.04222502976307	978.844696969697	41.718357296449646	40.8276515151515	58.522521911721675
9	1016.3992424242424	40.406810099986636	974.4606060606061	42.3062423891231	41.938636363636306	58.50237984512783
10	1011.4640151515151	41.06349749233254	970.6909090909091	40.89178152322604	40.77310606060598	57.951260749409506
11	1007.7685606060606	40.48074547224583	969.0984848484849	40.34880304042766	38.67007575757577	57.15519802068728
12	1003.2712121212121	39.32326115962067	966.9681818181818	41.167697174284704	36.303030303030255	56.93064340810967
13	1001.325	40.06569014150576	965.9371212121212	40.85701954692773	35.38787878787889	57.22373260084654
14	999.6795454545454	40.29767501872286	962.4068181818182	40.84462928453611	37.27272727272725	57.377577095114304
15	997.8920454545455	39.99181844810027	961.1382575757576	40.74564735995907	36.753787878787875	57.09249794472083
16	996.2291666666666	40.34111348468635	959.3223484848485	39.85791374901618	36.90681818181815	56.71030528579754
17	993.05	40.355848023514135	956.9549242424242	39.44336962748009	36.09507575757573	56.43025675350936
18	991.410606060606	41.4084006584079	956.3647727272727	39.20763359049522	35.04583333333335	57.02538186504116
19	991.748106060606	40.54550142502782	952.4045454545454	40.09482106592496	39.34356060606058	57.022209375956955
20	989.4632575757576	40.8856981921665	951.9856060606061	41.01096237884148	37.47765151515148	57.90975178585795
21	989.3333333333334	39.560438354855	949.9458333333333	40.45682909618198	39.387500000000045	56.58430262313002
22	988.1670454545455	40.07917983719448	949.0768939393939	39.0055619117243	39.09015151515155	55.926509961480114
23	986.1958333333333	39.512712540850174	945.8416666666667	39.52429161319976	40.35416666666663	55.88760220175053
24	984.5806818181818	39.6893276948408	944.8102272727273	38.65301119176579	39.77045454545453	55.4012455370746
25	983.2401515151515	39.135476349061506	943.6477272727273	39.39309654547065	39.59242424242427	55.5283852143093
26	982.7132575757576	40.12078324857467	942.9534090909091	39.43318701776588	39.759848484848476	56.25525297123114
27	981.275	39.440203828457875	943.7030303030303	39.40642529402569	37.57196969696963	55.75299124247892
28	979.2030303030303	39.5351261910023	939.9897727272727	38.81720332778717	39.213257575757666	55.405789202295885
29	977.4075757575757	39.05793796868279	939.7484848484848	39.18783918677526	37.65909090909088	55.32819587239432
30	974.8840909090909	38.909551934574	938.8518939393939	40.289299892241026	36.032196969697	56.0105429143143
31	970.426893939394	39.686727279665796	936.5333333333333	38.86151143106854	33.893560606060646	55.545057321760325
32	969.4636363636364	39.50700220391945	935.6064393939394	38.63200554557839	33.85719696969704	55.256086321907524
33	968.2795454545454	38.673583965842695	935.3310606060606	38.44552744719854	32.94848484848478	54.53168507809365
34	966.9515151515152	37.52532374206437	933.1140151515151	38.713744923473506	33.83750000000009	53.91571169841413
35	966.8484848484849	38.487952630717004	932.8590909090909	39.575118358798974	33.98939393939395	55.20427964222759
36	964.0693181818182	39.0786033584136	931.6806818181818	38.955821008473364	32.38863636363635	55.17873893891043
37	964.7988636363636	38.66100825527884	928.9087121212121	38.948727950312175	35.8901515151515	54.87874787440187
38	962.4715909090909	39.32421505756028	929.0992424242424	38.26338149017207	33.37234848484843	54.86784352383182
39	963.2030303030303	38.64759771317076	928.6636363636363	38.31617522335125	34.53939393939402	54.422110329769815
