Cycle	Avg bright	Stdev bright	Avg dark	Stdev dark	Avg dark-corrected intensity	Error dark-corrected
0	1216.728787878788	61.90102012463249	1057.123106060606	50.53675151796711	159.6056818181819	79.91057218202675
1	2516.267803030303	145.67848271790692	1055.6310606060606	50.798139778300154	1460.6367424242426	154.28114379899841
2	4295.359090909091	262.86477510901483	1058.8	52.01812912414053	3236.5590909090906	267.9622655350725
3	6004.559848484849	381.65381075870806	1059.946212121212	50.476713661010166	4944.613636363637	384.9773108751467
4	7402.046212121212	475.339898469044	1063.9530303030303	51.42142496433484	6338.093181818182	478.1131477191605
5	8450.397727272728	532.163683945068	1060.8159090909091	50.41986039903723	7389.581818181819	534.5468630837194
6	9255.934090909092	593.5377698953583	1061.2515151515152	50.16852279589761	8194.682575757577	595.6542327322773
7	9909.13446969697	620.4159373573438	1061.4670454545455	50.82345830419192	8847.667424242425	622.4941439411213
8	10481.040151515152	655.4606065364944	1059.735606060606	49.98816319371193	9421.304545454546	657.3639959570879
9	11009.672727272728	692.5233578919164	1058.6795454545454	49.93534037107594	9950.993181818183	694.3213517124981
10	11496.191287878788	714.3383329622249	1058.2397727272728	51.500717940949094	10437.951515151515	716.1924168040902
11	11908.08143939394	756.83189045724	1058.0469696969697	50.867192557640244	10850.03446969697	758.5393738572677
12	12267.42803030303	773.070593508533	1056.253787878788	50.56805331387599	11211.174242424242	774.7227055944536
13	12563.182954545455	793.0530000232117	1054.5015151515152	48.58704308022946	11508.68143939394	794.5399685359423
14	12797.675	785.4099984002758	1053.939393939394	49.71389470666544	11743.735606060605	786.981789442441
15	12981.334469696969	803.7539786562673	1053.8496212121213	50.254207194677846	11927.484848484848	805.3235024178451
16	13149.928787878787	819.1262178919221	1050.6185606060606	49.67713519884685	12099.310227272726	820.6312074248025
17	13321.118181818181	830.3323223737062	1050.4833333333333	49.22382117132995	12270.634848484848	831.7900877921181
18	13449.017045454546	823.282327175651	1049.133712121212	50.55267204977073	12399.883333333333	824.8329302902057
19	13589.260227272727	822.0248678830405	1046.5208333333333	49.41939739312384	12542.739393939393	823.5090529294926
20	13685.711363636363	826.2655875894288	1043.9348484848485	48.39204947354235	12641.776515151514	827.6814675264596
21	13803.4	834.7175914189436	1044.008712121212	47.80062285484432	12759.391287878787	836.085137393049
22	13871.601136363637	839.4067446436526	1041.7636363636364	48.49681537924294	12829.837500000001	840.8065318818489
23	13957.64053030303	830.3408769402483	1040.367803030303	48.41451331696704	12917.272727272726	831.7511268508263
24	13973.995833333332	843.3811480982292	1036.8988636363636	48.31961141393343	12937.09696969697	844.7641953910456
25	14053.73106060606	849.8855638325647	1037.366287878788	47.50181336100541	13016.364772727273	851.2120146494528
26	14116.81553030303	838.7158056894809	1034.7886363636364	48.4117678339385	13082.026893939394	840.1118389703613
27	14210.855303030303	843.5896596754086	1034.8295454545455	47.97193503819228	13176.025757575757	844.9525551547733
28	14648.428787878787	886.3664499320794	1033.457196969697	48.824202127174	13614.97159090909	887.7101364063342
29	13743.861363636364	830.7096011158287	1029.5068181818183	48.09216167026033	12714.354545454546	832.1005332290911
30	12276.520454545454	737.2321693681771	1020.8988636363637	47.57241687357839	11255.621590909092	738.7654610216304
31	10412.25909090909	598.9817068530791	1007.6257575757576	47.2211682456786	9404.633333333333	600.8401816416032
32	9581.06893939394	549.8351948170299	1002.9651515151515	47.18532447900686	8578.103787878788	551.8561373271756
33	8694.140151515152	498.0653724221728	995.4094696969697	46.74020057422496	7698.730681818182	500.25369719349044
34	7963.262121212121	462.2443571168928	990.8882575757576	44.73131925979306	6972.373863636363	464.40363543918454
35	7416.681818181818	431.09186899999213	984.9890151515151	45.44563302619169	6431.6928030303025	433.4806859354378
36	7020.022348484848	405.1925831315125	982.4458333333333	45.88345848932836	6037.576515151515	407.7821982231809
37	6692.286742424242	384.5259862046529	978.5568181818181	44.79316725015407	5713.729924242424	387.1261576010605
38	6381.798863636363	363.3596985481627	977.2579545454546	45.46930088629957	5404.540909090909	366.193566098724
39	6077.756060606061	339.74398388268946	972.6393939393939	44.84422829923493	5105.116666666667	342.6907926925307
