Cycle	Avg bright	Stdev bright	Avg dark	Stdev dark	Avg dark-corrected intensity	Error dark-corrected
0	1124.9223484848485	54.20445679931551	1094.9151515151516	49.93519661862442	30.007196969696906	73.69970826434485
1	1107.758712121212	52.32408948816607	1085.030303030303	48.381460792260306	22.728409090909054	71.26412904932349
2	1107.4382575757577	50.93618978974862	1077.1840909090909	48.09444044217877	30.254166666666833	70.0540550699499
3	1111.3579545454545	51.68620622562594	1071.7837121212121	47.44871034593968	39.57424242424236	70.16298188853447
4	1115.8651515151514	51.12218723809992	1064.6075757575757	45.78332305414958	51.25757575757575	68.6264577104776
5	1123.5011363636363	52.11487891926147	1059.8844696969697	46.70656207245262	63.61666666666656	69.98188012190836
6	1128.3916666666667	50.20118998599636	1052.8128787878788	46.243171330942296	75.57878787878781	68.25386707544844
7	1133.8852272727272	52.26020352692496	1046.9958333333334	46.325997978451525	86.88939393939381	69.83714599964058
8	1138.489393939394	53.54162817955333	1045.5011363636363	45.40127483104891	92.98825757575764	70.19958478795992
9	1142.6526515151515	52.82709245751579	1042.2094696969698	45.5762396698768	100.44318181818176	69.77030399791141
10	1145.3083333333334	53.25218382442834	1037.8973484848484	46.31207211162655	107.41098484848499	70.57338808179189
11	1147.9594696969698	53.365537140220304	1033.8742424242423	45.35508995727094	114.08522727272748	70.03545344535418
12	1150.8863636363637	52.57540007301386	1030.5272727272727	44.271433930458514	120.35909090909104	68.73232540149081
13	1150.751893939394	52.1025230970599	1028.1496212121212	44.8782692724087	122.60227272727275	68.765776124221
14	1152.2958333333333	51.804030329661266	1025.5579545454545	44.73210295984367	126.7378787878788	68.44427363634243
15	1154.9215909090908	53.906466305910094	1023.6640151515152	43.79455731646599	131.25757575757564	69.45408814559043
16	1158.2848484848485	52.948623590501	1021.7795454545454	43.3068320571211	136.50530303030303	68.40349730059313
17	1159.8651515151514	52.26537034306995	1017.4196969696969	45.06765526875482	142.44545454545448	69.01277047417803
18	1158.683712121212	52.58271586208036	1015.8617424242424	44.10566056566498	142.82196969696963	68.63127057956841
19	1159.4215909090908	52.29439454185612	1011.8170454545455	44.313460883946824	147.60454545454536	68.54477745249741
20	1162.2556818181818	52.97633267580484	1011.3280303030303	42.682619794055874	150.9276515151514	68.03159454445763
21	1160.0996212121213	54.15342541986614	1010.032196969697	44.10863080894703	150.0674242424243	69.84386012059323
22	1162.971590909091	53.354854332125605	1007.230303030303	43.01713883141818	155.74128787878794	68.53622920794409
23	1162.4011363636364	52.405543443009556	1003.9503787878788	42.63539262633774	158.45075757575762	67.55825403279111
24	1161.8159090909091	52.744260537314375	1001.1617424242424	42.81721163405521	160.6541666666667	67.9357831466126
25	1162.1791666666666	53.35522841583152	1001.8905303030303	43.222141856789975	160.28863636363621	68.66537661728822
26	1162.2075757575758	52.40274631539626	1000.1681818181818	43.617315365855774	162.03939393939402	68.18004122263564
27	1161.517803030303	51.49676793056567	996.7996212121212	43.55195869208555	164.71818181818173	67.4439783317359
28	1159.7143939393939	52.35604597742525	996.1734848484848	43.66018288640135	163.54090909090905	68.17160053911218
29	1153.1560606060607	52.140884699134595	994.0488636363636	42.24489702279144	159.10719696969704	67.10665527110334
30	1144.666287878788	52.009734664354134	994.0526515151515	42.49172683040869	150.61363636363637	67.16069794817943
31	1137.987121212121	52.151191777693754	990.1352272727273	42.487398862128046	147.8518939393938	67.26756919871085
32	1127.0920454545455	51.85845622634511	989.6522727272727	41.41836981909204	137.43977272727284	66.36852296571641
33	1117.107196969697	49.800840716622595	988.3950757575758	42.679393828521256	128.71212121212125	65.58699866324447
34	1108.0844696969698	50.271927837578076	986.2924242424242	42.59981259955245	121.79204545454559	65.89393569990827
35	1097.5905303030304	49.498708137632605	985.2208333333333	42.44518860447191	112.36969696969709	65.20518493926483
36	1087.855303030303	48.94615441976959	983.0291666666667	41.65686288072028	104.82613636363635	64.27301344691301
37	1078.357196969697	50.023146775819114	981.0030303030303	41.34713529227714	97.35416666666674	64.89915877908597
38	1070.351893939394	47.478081428275544	980.1560606060606	41.79510674848838	90.19583333333333	63.25345179693755
39	1062.5208333333333	47.960680131744326	978.1121212121212	42.45209783570153	84.40871212121203	64.05003863661183
